doc,1,2,3,4,5,6,7,8,9,10,11,12,13
text/16_(area= medicine;;psychology)_(period= 1998-2004).txt,0.007592413108795881,0.007592311594635248,0.5498110055923462,0.0075921262614429,0.36667340993881226,0.007592275273054837,0.0075921984389424315,0.007592443842440844,0.007592177018523215,0.0075926841236650935,0.00759236654266715,0.007592179812490941,0.007592427544295788
text/233_(area= medicine)_(period= 2005-2010).txt,0.007057448383420707,0.007057474460452795,0.4138243794441223,0.0070574446581304065,0.007057628128677607,0.007057531736791135,0.007057516835629941,0.5085417628288269,0.007058849092572928,0.007057445589452981,0.0070574749261140815,0.007057503797113895,0.007057582959532738
text/17_(area= medicine)_(period= 1998-2004).txt,0.01059072371572256,0.01059082802385092,0.24433726072311399,0.010590699501335621,0.010590716265141964,0.010590779595077038,0.010590711608529093,0.010590711608529093,0.01059078611433506,0.010590752586722374,0.010590948164463043,0.010590679943561554,0.6391643881797789
text/370_(area= medicine;;psychology)_(period= 2011-2017).txt,0.0098278084769845,0.009827870875597,0.5152750611305237,0.009827747941017151,0.009827799163758756,0.00982784852385521,0.0098277535289526,0.009827804751694202,0.009828179143369198,0.3766184449195862,0.009827914647758007,0.009827799163758756,0.009828006848692894
text/109_(area= medicine;;nursing)_(period= 1998-2004).txt,0.014155677519738674,0.014155685901641847,0.3604955673217773,0.014155928976833819,0.014155683107674122,0.01415569521486759,0.014155682176351547,0.01415568869560957,0.014155828393995762,0.4837911128997803,0.014155928976833819,0.014155680313706396,0.014155863784253597
text/484_(area= engineering;;mathematics;;physics and astronomy)_(period= 2011-2017).txt,0.009201318025588991,0.009201324544847013,0.5807057619094849,0.009201312437653542,0.00920128170400858,0.009201373904943466,0.009201958775520323,0.009201709181070328,0.009201385080814363,0.009201501496136187,0.009201436303555964,0.3180782198905945,0.009201366454362871
text/8_(area= medicine)_(period= 1998-2004).txt,0.00925698783248663,0.009257156401872637,0.32131731510162354,0.009257141500711441,0.009257105179131031,0.009257145226001741,0.009257333353161812,0.009258651174604893,0.5768515467643738,0.00925770215690136,0.009257767349481584,0.009256991557776928,0.009257159195840359
text/227_(area= medicine)_(period= 2005-2010).txt,0.009489548392593859,0.009489549323916435,0.5937050580978394,0.009489702060818672,0.0094896974042058,0.009489851072430609,0.009490462951362131,0.3019024431705475,0.009489736519753931,0.009489535354077816,0.009490297175943851,0.009491758421063423,0.009492411278188229
text/80_(area= medicine)_(period= 1998-2004).txt,0.01141151413321495,0.01141160260885954,0.4912705719470978,0.011411489918828009,0.01141152158379555,0.011411547660827637,0.011411489918828009,0.011411616578698158,0.011411497369408607,0.011411496438086031,0.011411499232053757,0.01141147315502167,0.3832027018070221
"text/584_(area= immunology and microbiology;;medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.011359171010553835,0.01135918777436018,0.36588931083679205,0.011359200812876223,0.5091595649719238,0.011359171010553835,0.011359194293618202,0.011359171941876413,0.011359193362295628,0.01135919988155365,0.01135923247784376,0.011359167285263538,0.011359226889908314
text/316_(area= medicine)_(period= 2011-2017).txt,0.009145788848400116,0.009145915508270264,0.2474631369113922,0.009145669639110563,0.6519325971603394,0.009145778603851795,0.009145683608949184,0.00914577301591635,0.009146418422460556,0.009145790711045263,0.009145750664174557,0.00914583820849657,0.009145873598754406
text/42_(area= medicine)_(period= 1998-2004).txt,0.009796329773962498,0.009796333499252796,0.4596620202064514,0.009796350263059141,0.009796791709959507,0.00979638658463955,0.009796365164220331,0.009796340949833391,0.009796430356800556,0.009796363301575184,0.4325774908065796,0.009796387515962124,0.009796389378607271
text/328_(area= arts and humanities)_(period= 2011-2017).txt,0.6240544319152832,0.011271725408732893,0.25195690989494324,0.011271403171122074,0.011271868832409382,0.011272075586020948,0.011271389201283457,0.011271422728896141,0.011271528899669649,0.011271785013377666,0.011271601542830469,0.011271383613348007,0.011272476054728031
text/395_(area= medicine)_(period= 2011-2017).txt,0.010597921907901764,0.010598152875900269,0.4314641952514648,0.01059763040393591,0.010597622953355312,0.4519602954387665,0.01059773564338684,0.010597706772387028,0.010597767308354378,0.010597852990031242,0.010597718879580498,0.010597645305097105,0.010597720742225649
"text/339_(area= medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.3712335526943207,0.008475497364997864,0.5355356335639954,0.008475565351545809,0.008475413545966148,0.00847545266151428,0.00847557932138443,0.008475491777062416,0.008475635200738907,0.008475597016513348,0.00847545824944973,0.00847540982067585,0.008475705049932003
text/197_(area= health professions;;social sciences)_(period= 2005-2010).txt,0.0090853339061141,0.009085558354854584,0.4207269549369812,0.009085362777113914,0.4793337881565094,0.009085304103791714,0.009085315279662607,0.0090853376314044,0.00908533576875925,0.009085316210985184,0.009085447527468204,0.009085401892662048,0.009085524827241898
text/535_(area= medicine)_(period= 2011-2017).txt,0.013027810491621494,0.013027796521782877,0.013029219582676888,0.01302772480994463,0.013027838431298731,0.013027852401137352,0.013027803041040896,0.013027786277234554,0.013027891516685486,0.8436645865440369,0.01302800141274929,0.0130277369171381,0.013027955777943134
text/574_(area= medicine)_(period= 2011-2017).txt,0.008137086406350136,0.008137033320963383,0.9023545384407043,0.008136996999382973,0.008137066848576069,0.008137181401252747,0.008136993274092674,0.008137208409607409,0.008137295953929424,0.008137091062963009,0.0081371134147048,0.008137062191963196,0.00813730340451002
text/0_(area= nursing)_(period= 1998-2004).txt,0.011919010430574415,0.011918969452381134,0.2527468502521515,0.011919138021767141,0.011919026263058186,0.011918950825929642,0.0119189890101552,0.011919272132217884,0.011919142678380013,0.011919121257960795,0.616143524646759,0.011918946169316769,0.011919023469090462
text/268_(area= )_(period= 2005-2010).txt,0.012446163222193718,0.01244642212986946,0.8506408929824829,0.01244630943983793,0.012447544373571873,0.012446338310837746,0.012446883134543896,0.012446153908967972,0.012446335516870022,0.012446164153516293,0.012448097579181194,0.012446326203644277,0.01244637742638588
text/161_(area= medicine)_(period= 2005-2010).txt,0.01107544545084238,0.011077816598117352,0.5410085916519165,0.011076015420258043,0.011084919795393944,0.011075454764068128,0.01107547339051962,0.01107571180909872,0.011078274808824062,0.011075903661549091,0.15021485090255735,0.19800388813018802,0.011077639646828176
text/277_(area= )_(period= 2005-2010).txt,0.015426750294864178,0.015426565892994404,0.3209420144557953,0.015426564961671831,0.015426542609930037,0.015426560305058956,0.5093636512756348,0.01542653329670429,0.015426531434059143,0.015426537953317162,0.01542752515524626,0.015427478589117529,0.01542667392641306
text/436_(area= medicine;;social sciences)_(period= 2011-2017).txt,0.014619707129895687,0.014622030779719353,0.4701859951019287,0.01462035533040762,0.014620848931372166,0.014623806811869144,0.36895501613616943,0.014619437977671625,0.01462141238152981,0.014621096663177012,0.014620332978665829,0.014643974602222444,0.014625960029661655
"text/562_(area= environmental science;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.008004168979823591,0.008004236035048962,0.2606928646564484,0.00800417922437191,0.008004351519048214,0.00800417922437191,0.008004398085176945,0.008005714043974876,0.6512585878372192,0.008004295639693737,0.008004487492144108,0.008004205301404001,0.008004369214177132
text/467_(area= medicine;;social sciences)_(period= 2011-2017).txt,0.010640797205269337,0.010640803724527359,0.5031595230102539,0.010640859603881836,0.010641978122293949,0.010640912689268587,0.379788875579834,0.010640933178365229,0.010641106404364107,0.010640920139849186,0.010640815831720827,0.010640918277204037,0.010641548782587051
text/573_(area= medicine)_(period= 2011-2017).txt,0.010190322063863276,0.010190602391958237,0.4046160876750946,0.010190241038799286,0.01019080076366663,0.010190238244831562,0.4832892119884491,0.01019031647592783,0.01019030436873436,0.010190408676862715,0.01019063964486122,0.010190306231379507,0.010190512984991074
text/78_(area= medicine)_(period= 1998-2004).txt,0.011575477197766304,0.011575582437217236,0.25883835554122925,0.01157557126134634,0.011575555428862572,0.011575508862733841,0.01157553307712078,0.01157553493976593,0.011575497686862946,0.011575618758797646,0.01157570630311966,0.011575540527701378,0.61383056640625
text/107_(area= medicine)_(period= 1998-2004).txt,0.2959558665752411,0.007989327423274517,0.5036064386367798,0.007989194244146347,0.007989287376403809,0.00798938050866127,0.007989958859980106,0.007989306934177877,0.007989202626049519,0.007989374920725822,0.007989728823304176,0.007989348843693733,0.12054356932640076
text/165_(area= arts and humanities;;medicine;;social sciences)_(period= 2005-2010).txt,0.01169615425169468,0.01169616263359785,0.8596460819244385,0.011696158908307552,0.011696167290210724,0.011696158908307552,0.011696165427565576,0.011696157045662405,0.011696167290210724,0.011696160770952702,0.011696159839630129,0.011696151457726955,0.011696171946823595
text/396_(area= social sciences)_(period= 2011-2017).txt,0.01447153091430664,0.01447196863591671,0.014485223218798637,0.01447165198624134,0.8263254761695862,0.014471175149083138,0.014471874572336675,0.014472205191850662,0.01447205152362585,0.014471858739852904,0.014471760950982569,0.014471589587628841,0.014471699483692646
"text/544_(area= pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.0074471384286880484,0.007447279058396815,0.4017718732357025,0.007447120733559132,0.007447114679962397,0.0074472292326390735,0.007447333075106144,0.007447165902704,0.007447554264217616,0.00744763109833002,0.0074475789442658424,0.0074472599662840375,0.5163077712059021
text/547_(area= medicine;;nursing)_(period= 2011-2017).txt,0.010634774342179298,0.010635390877723694,0.4564992189407349,0.010634927079081535,0.010634828358888626,0.010634978301823141,0.4265106022357941,0.01063588820397854,0.010637836530804634,0.010634942911565306,0.010635741986334324,0.010634844191372395,0.01063603162765503
text/383_(area= medicine;;nursing)_(period= 2011-2017).txt,0.012886728160083294,0.012886781245470049,0.4422611892223358,0.012886673212051392,0.4159846603870392,0.012886728160083294,0.012886663898825644,0.0128867719322443,0.012886683456599712,0.012886686250567436,0.01288673095405102,0.012886984273791313,0.012886724434792995
text/113_(area= medicine)_(period= 1998-2004).txt,0.008911124430596828,0.008911549113690853,0.4545253813266754,0.008911306038498878,0.008911450393497944,0.008911910466849804,0.00891121104359627,0.4474487900733948,0.008911886252462864,0.008911291137337685,0.008911420591175556,0.008911298587918282,0.00891139917075634
"text/509_(area= biochemistry, genetics and molecular biology;;immunology and microbiology;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.01237122155725956,0.012370720505714415,0.5153909921646118,0.01237077359110117,0.3485293388366699,0.012370901182293892,0.012370766140520573,0.012370787560939787,0.012370787560939787,0.012370849028229712,0.012371091172099112,0.012370857410132885,0.012370932847261429
"text/247_(area= biochemistry, genetics and molecular biology;;immunology and microbiology;;pharmacology, toxicology and pharmaceutics)_(period= 2005-2010).txt",0.010865267366170885,0.4621663987636566,0.4183140695095062,0.01086524408310652,0.010865314863622187,0.010865386575460434,0.01086526457220316,0.010865666903555391,0.010865865275263786,0.010865341871976852,0.010865439660847187,0.01086539588868618,0.010865345597267151
text/414_(area= medicine)_(period= 2011-2017).txt,0.01235353760421276,0.012353592552244663,0.339017778635025,0.012353605590760708,0.012353550642728806,0.012353544123470785,0.012353557161986828,0.5250927805900574,0.0123535580933094,0.012353650294244291,0.01235357951372862,0.012353670783340931,0.012353592552244663
text/597_(area= )_(period= 2011-2017).txt,0.010753767564892769,0.4615318179130554,0.420175701379776,0.010753783397376536,0.010753732174634932,0.010753723792731762,0.010753725655376913,0.010754372924566269,0.010753760114312172,0.010754317976534368,0.010753809474408628,0.010753704234957695,0.01075378991663456
text/497_(area= medicine)_(period= 2011-2017).txt,0.006727815140038729,0.006727890111505985,0.3904679119586945,0.006727839354425669,0.0067277802154421815,0.006727838888764381,0.006728193257004023,0.5355246663093567,0.006727845408022404,0.0067279161885380745,0.006727886851876974,0.006728098262101412,0.006728283129632473
text/386_(area= medicine)_(period= 2011-2017).txt,0.2619406580924988,0.010985095053911207,0.617219090461731,0.010985095985233784,0.01098551694303751,0.010985422879457474,0.010985622182488441,0.010985352098941805,0.01098552346229553,0.010985382832586764,0.010985801927745342,0.010985292494297028,0.010986111126840116
text/93_(area= medicine)_(period= 1998-2004).txt,0.009904489852488041,0.009904472157359123,0.1696239709854126,0.009904538281261921,0.009904653765261172,0.009904574602842331,0.009904478676617146,0.00990448333323002,0.009904496371746063,0.00990462675690651,0.009904519654810429,0.009904499165713787,0.7214261889457703
"text/589_(area= immunology and microbiology;;medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.0130969425663352,0.013096945360302923,0.8428366184234619,0.01309694442898035,0.013096996583044529,0.013096950016915798,0.01309694442898035,0.013096945360302923,0.013096973299980164,0.013096952810883522,0.013096950016915798,0.01309694442898035,0.013096955604851246
text/190_(area= social sciences)_(period= 2005-2010).txt,0.009815672412514688,0.009815740399062634,0.3421686887741089,0.00981608685106039,0.0098156975582242,0.009815769270062448,0.009815860539674759,0.009815744124352932,0.00981577020138502,0.3498924672603607,0.00981601607054472,0.009815660305321215,0.20978082716465
"text/114_(area= biochemistry, genetics and molecular biology;;pharmacology, toxicology and pharmaceutics)_(period= 1998-2004).txt",0.00844939611852169,0.008448422886431217,0.4346768260002136,0.008448421955108644,0.31699663400650024,0.008449112996459006,0.008448591455817223,0.16383926570415494,0.008448516950011253,0.008448727428913116,0.008449025452136993,0.008448437787592411,0.008448679000139236
text/10_(area= medicine)_(period= 1998-2004).txt,0.010945623740553856,0.010945873335003851,0.19929975271224976,0.0109458202496171,0.01094591710716486,0.010946017690002918,0.6802932024002075,0.010946949012577534,0.010945970192551613,0.01094579230993986,0.01094727497547865,0.010946248658001423,0.010945552028715609
text/61_(area= nursing)_(period= 1998-2004).txt,0.014997851103544237,0.014998408034443857,0.2498663067817688,0.5851568579673767,0.014997800812125206,0.0149979991838336,0.014997825026512148,0.014997803606092932,0.014997824095189571,0.014997829683125019,0.014997866936028004,0.014997800812125206,0.014997842721641062
text/400_(area= medicine)_(period= 2011-2017).txt,0.00749108660966158,0.007491566706448793,0.4661152958869934,0.0074905729852616796,0.007490400690585375,0.007490458898246287,0.007495157886296511,0.0074905301444232455,0.007493260782212019,0.007491179276257753,0.4514774680137634,0.007490556221455336,0.007492419332265855
text/360_(area= psychology)_(period= 2011-2017).txt,0.014303067699074743,0.014303097501397131,0.5787546038627625,0.014302922412753103,0.26390787959098816,0.01430307887494564,0.0143031794577837,0.014304202049970629,0.014303205534815788,0.01430354081094265,0.01430340297520161,0.01430358272045851,0.01430426724255085
"text/578_(area= immunology and microbiology;;medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.009982089512050152,0.00998210906982422,0.4419768154621124,0.009982497431337832,0.009982221759855749,0.00998209323734045,0.009982176125049593,0.009982096031308174,0.009982119314372541,0.009982248768210413,0.4482191503047943,0.009982119314372541,0.009982255287468432
text/311_(area= medicine)_(period= 2011-2017).txt,0.013548093847930431,0.013548232614994049,0.3525300621986389,0.013548114337027071,0.013548151589930058,0.013548079878091812,0.013548246584832668,0.01354810781776905,0.013548142276704313,0.4984401762485504,0.013548328541219234,0.01354809198528528,0.013548177666962148
text/499_(area= medicine;;nursing)_(period= 2011-2017).txt,0.7123384475708008,0.009526784531772137,0.1828623116016388,0.009526807814836502,0.009527867659926414,0.009526774287223816,0.009526845067739487,0.00952684599906206,0.009527096524834631,0.009527469053864479,0.009526732377707958,0.009528528898954391,0.00952750165015459
text/45_(area= medicine)_(period= 1998-2004).txt,0.5395110249519348,0.011075945571064949,0.3386736810207367,0.011073165573179722,0.011073194444179537,0.011072959750890732,0.011072647757828236,0.011073400266468523,0.011073130182921886,0.011072736233472824,0.01107300352305174,0.011075187474489212,0.011079993098974228
text/354_(area= computer science;;social sciences)_(period= 2011-2017).txt,0.01261049136519432,0.1999627500772476,0.6612939834594727,0.012608773075044157,0.012609506025910378,0.01261649001389742,0.012609063647687435,0.0126109654083848,0.01260879635810852,0.012610595673322678,0.012628472410142422,0.012614354491233827,0.012615780346095562
text/75_(area= medicine;;nursing)_(period= 1998-2004).txt,0.010602850466966627,0.010602992959320543,0.5794256925582886,0.010602885857224464,0.01060289703309536,0.3039410710334778,0.0106032220646739,0.01060312706977129,0.010602920316159723,0.010603481903672218,0.010602962225675585,0.010602947324514387,0.010602892376482487
text/350_(area= medicine)_(period= 2011-2017).txt,0.2989600896835327,0.011436281725764276,0.5752410292625427,0.011436201632022858,0.011436231434345244,0.011436261236667631,0.011436283588409424,0.011436225846409798,0.011436288245022295,0.01143625844269991,0.011436405591666698,0.011436207219958305,0.011436273343861105
text/423_(area= arts and humanities;;medicine;;neuroscience)_(period= 2011-2017).txt,0.009529110044240952,0.009532046504318714,0.4912099242210388,0.009529094211757185,0.40395772457122797,0.009529114700853823,0.009529274888336658,0.009529205970466135,0.00953157339245081,0.009533748030662537,0.009530123323202131,0.009529087692499159,0.009530000388622284
text/299_(area= medicine)_(period= 2011-2017).txt,0.011829196475446224,0.011829204857349396,0.6009755134582521,0.011829236522316931,0.011829224415123464,0.011829216964542866,0.2689029276371002,0.011829271912574768,0.011829224415123464,0.011829212307929993,0.011829285882413387,0.01182918157428503,0.011829294264316559
text/195_(area= arts and humanities;;medicine;;neuroscience)_(period= 2005-2010).txt,0.012488285079598429,0.012487291358411312,0.3937531709671021,0.012486867606639862,0.012487503699958323,0.01248691976070404,0.012487549334764479,0.012492765672504902,0.012488964013755322,0.01249032560735941,0.4688736498355866,0.012489136308431624,0.012487597763538359
text/332_(area= multidisciplinary)_(period= 2011-2017).txt,0.011564868502318859,0.011564861051738262,0.3896549642086029,0.011564879678189754,0.4831311404705048,0.01156486663967371,0.011564845219254494,0.011564935557544231,0.0115649476647377,0.011564894579350948,0.011564904823899269,0.011564964428544044,0.011564951390028
text/570_(area= )_(period= 2011-2017).txt,0.008905193768441677,0.008903883397579193,0.5319733619689941,0.3700821697711945,0.008903930895030499,0.00890383031219244,0.008903931826353073,0.008903829380869865,0.00890391692519188,0.008903960697352886,0.008904024958610535,0.00890397746115923,0.00890401005744934
text/404_(area= medicine)_(period= 2011-2017).txt,0.01494549959897995,0.014945557340979574,0.0149466535076499,0.014945505186915398,0.8206518888473511,0.014945609495043756,0.014945509843528269,0.01494596153497696,0.01494564116001129,0.014945505186915398,0.01494551822543144,0.014945556409657,0.014945559203624725
text/487_(area= medicine)_(period= 2011-2017).txt,0.01104794442653656,0.011047999374568462,0.8674238324165344,0.011047953739762306,0.011048018001019956,0.011047971434891224,0.011048260144889356,0.011047962121665478,0.011047962121665478,0.011047952808439732,0.011048004031181335,0.011047950014472008,0.011048201471567154
"text/403_(area= business, management and accounting;;economics, econometrics and finance)_(period= 2011-2017).txt",0.010944627225399016,0.010944530367851256,0.3257694840431213,0.010944473557174206,0.010944521054625513,0.5538402199745178,0.010944672860205172,0.01094452477991581,0.010944698005914688,0.01094448659569025,0.010944545269012451,0.010944589041173458,0.010944600217044352
text/83_(area= medicine)_(period= 1998-2004).txt,0.009661664254963398,0.009662153199315071,0.4926266372203827,0.009661652147769928,0.009661896154284477,0.009662124328315258,0.009661829099059105,0.009661700576543808,0.00966186448931694,0.4010934233665466,0.009661727584898472,0.00966164097189903,0.009661664254963398
text/55_(area= nursing)_(period= 1998-2004).txt,0.014401440508663653,0.014401549473404884,0.2466702610254288,0.014401457272469997,0.014401456341147425,0.014401600696146488,0.014401436783373356,0.01440155878663063,0.014401450753211975,0.594913125038147,0.01440149359405041,0.014401625841856003,0.01440157275646925
text/60_(area= nursing)_(period= 1998-2004).txt,0.484652578830719,0.01442052237689495,0.3567199409008026,0.014420798048377037,0.014420628547668457,0.01442053820937872,0.014420519582927229,0.01442070584744215,0.014421106316149238,0.014420734718441963,0.014420750550925732,0.014420569874346256,0.014420634135603903
text/206_(area= social sciences)_(period= 2005-2010).txt,0.010957464575767515,0.010957375168800354,0.3196942508220673,0.01095748133957386,0.010957302525639534,0.010957475751638412,0.01095722708851099,0.5597745180130005,0.01095729134976864,0.010957365855574608,0.010957545600831509,0.010957329533994198,0.010957336984574795
text/344_(area= social sciences)_(period= 2011-2017).txt,0.011366805993020536,0.0113668255507946,0.3192377984523773,0.011366406455636023,0.011366757564246656,0.011367742903530598,0.011367409490048884,0.011366509832441809,0.011367106810212135,0.01136666536331177,0.011367563158273695,0.5557247400283813,0.011367619037628174
text/451_(area= medicine)_(period= 2011-2017).txt,0.010130086913704872,0.4523678421974182,0.4361990690231323,0.01013024430721998,0.010130230337381365,0.010130256414413452,0.010130327194929123,0.010130109265446665,0.01013016514480114,0.010130206122994423,0.010130157694220543,0.0101305628195405,0.010130729526281357
text/532_(area= immunology and microbiology;;medicine)_(period= 2011-2017).txt,0.012161490507423878,0.01216104906052351,0.4823933243751526,0.012161330319941044,0.31305113434791565,0.012161914259195328,0.01216151472181082,0.012162134051322935,0.012161402963101864,0.012163236737251282,0.012161193415522577,0.01216109562665224,0.08293917030096054
text/222_(area= psychology)_(period= 2005-2010).txt,0.011793035082519054,0.011793180368840694,0.5306333303451538,0.011793085373938084,0.011793935671448708,0.24761688709259036,0.011792979203164576,0.011795074678957462,0.011793333105742931,0.011793398298323154,0.10381431132555008,0.01179305836558342,0.011794444173574448
text/410_(area= medicine)_(period= 2011-2017).txt,0.008491113781929016,0.00850545521825552,0.6255207061767578,0.1772661656141281,0.008491137064993382,0.00849195197224617,0.008491095155477524,0.008492100052535534,0.008493803441524506,0.008495322428643703,0.11227861046791077,0.008491205051541328,0.008491305634379387
"text/189_(area= business, management and accounting;;economics, econometrics and finance)_(period= 2005-2010).txt",0.009301603771746159,0.009301738813519478,0.4352687895298004,0.009301584213972092,0.009302791208028792,0.009304470382630823,0.009301622398197651,0.0093015618622303,0.009301646612584593,0.009301677346229551,0.4624090492725372,0.009301603771746159,0.00930186826735735
"text/493_(area= biochemistry, genetics and molecular biology;;medicine)_(period= 2011-2017).txt",0.005853697191923857,0.005854243878275156,0.3719988465309143,0.005852898117154837,0.005852962378412485,0.005852786358445883,0.3183128535747528,0.0703950971364975,0.12141954898834227,0.07104749977588654,0.005853274371474981,0.005852961912751198,0.005853361450135708
text/514_(area= medicine;;psychology)_(period= 2011-2017).txt,0.013807539828121662,0.6131378412246704,0.2349822819232941,0.01380741223692894,0.013807157054543495,0.013806991279125214,0.013807241804897785,0.013807011768221857,0.013807220384478569,0.013807306997478008,0.013807347975671291,0.013807025738060473,0.013807608745992184
"text/183_(area= biochemistry, genetics and molecular biology;;immunology and microbiology)_(period= 2005-2010).txt",0.00881870836019516,0.4098196029663086,0.4156388640403748,0.008818787522614002,0.08635354787111282,0.00881892628967762,0.00881899893283844,0.008818786591291428,0.008818899281322956,0.008818529546260834,0.008818729780614376,0.008818726986646652,0.008818900212645529
text/210_(area= medicine;;social sciences)_(period= 2005-2010).txt,0.009294983930885792,0.27087202668189997,0.5207048058509827,0.009294395335018637,0.009294389747083187,0.009294385090470314,0.009294334799051285,0.009294706396758556,0.009294399991631508,0.009294710122048857,0.1154780164361,0.0092944223433733,0.00929444283246994
text/68_(area= medicine)_(period= 1998-2004).txt,0.00916946027427912,0.009169467724859716,0.6521204113960266,0.009169463068246841,0.009169486351311209,0.009169645607471466,0.009169469587504864,0.009169479832053185,0.009169519878923893,0.009169531054794788,0.0091695049777627,0.2470150589942932,0.009169519878923893
text/29_(area= medicine)_(period= 1998-2004).txt,0.010743136517703531,0.010743242688477041,0.8710816502571106,0.01074314396828413,0.010743158869445324,0.01074319053441286,0.010743219405412674,0.010743297636508942,0.010743132792413236,0.010743184946477413,0.0107431598007679,0.010743166320025921,0.01074328925460577
text/511_(area= immunology and microbiology;;medicine)_(period= 2011-2017).txt,0.011194856837391852,0.01119485590606928,0.463141679763794,0.011194819584488869,0.011195235885679722,0.011194829829037191,0.01119485404342413,0.011194843798875807,0.011194951832294464,0.011194948107004166,0.4137143492698669,0.011194825172424316,0.01119495928287506
text/176_(area= medicine)_(period= 2005-2010).txt,0.010355181992053986,0.5149869322776794,0.371104508638382,0.010355178266763687,0.010355236008763313,0.010355209931731224,0.010355254635214806,0.010355421341955662,0.01035528350621462,0.010355963371694088,0.010355339385569096,0.010355173610150814,0.010355295613408087
"text/208_(area= biochemistry, genetics and molecular biology;;medicine)_(period= 2005-2010).txt",0.014431538060307503,0.01443151757121086,0.34589970111846924,0.014431444928050041,0.014431528747081757,0.014431462623178959,0.014431523159146309,0.495353102684021,0.014431630261242391,0.014431782998144628,0.014431718736886978,0.014431461691856384,0.014431609772145746
text/185_(area= medicine;;nursing)_(period= 2005-2010).txt,0.010245022363960743,0.0102451229467988,0.5279303789138794,0.010245355777442457,0.010245696641504765,0.010245887562632559,0.010245893150568008,0.010245154611766338,0.01024592388421297,0.010245220735669136,0.010245535522699356,0.3593686521053314,0.010246128775179386
text/219_(area= medicine)_(period= 2005-2010).txt,0.010318290442228316,0.4661483764648438,0.4203493595123291,0.010318362154066564,0.010318316519260406,0.01031851302832365,0.010318401269614695,0.01031833328306675,0.010318437591195108,0.010318374261260031,0.010318402200937271,0.010318337008357048,0.010318479500710964
text/202_(area= social sciences)_(period= 2005-2010).txt,0.012020268477499485,0.012020244263112543,0.012021651491522787,0.012020252645015715,0.012020286172628404,0.012020251713693142,0.012020220048725605,0.01202034205198288,0.012020280584692957,0.012020261026918888,0.8557549715042114,0.012020493857562542,0.012020454742014408
"text/529_(area= immunology and microbiology;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.010124645195901394,0.010124057531356813,0.4270402193069458,0.010124046355485916,0.010124219581484795,0.01012413389980793,0.010124698281288149,0.010124064050614834,0.010124145075678824,0.01012424472719431,0.0101242046803236,0.461592972278595,0.010124326683580877
text/162_(area= medicine)_(period= 2005-2010).txt,0.00890361424535513,0.008903665468096733,0.4558166861534119,0.008903780020773409,0.008903665468096733,0.008903738111257553,0.008903666399419308,0.00890376977622509,0.008903629146516323,0.31755760312080383,0.13758699595928192,0.008903608657419682,0.008905608206987381
text/359_(area= psychology)_(period= 2011-2017).txt,0.011201949790120123,0.011201971210539341,0.117750383913517,0.011201970279216766,0.0112020680680871,0.01120203360915184,0.011202016845345495,0.7590272426605225,0.011202004738152029,0.011202151887118816,0.011201978661119938,0.011202111840248108,0.011202161200344564
"text/545_(area= biochemistry, genetics and molecular biology;;medicine;;psychology)_(period= 2011-2017).txt",0.5705598592758179,0.011451784521341324,0.30347108840942383,0.01145157776772976,0.011451734229922295,0.011451633647084236,0.011451595462858677,0.011451623402535915,0.01145157590508461,0.011451623402535915,0.011452403850853443,0.011451851576566696,0.011451639235019684
text/240_(area= neuroscience)_(period= 2005-2010).txt,0.5318880081176758,0.01096044946461916,0.347547709941864,0.010960257612168787,0.010960303246974943,0.010960199870169164,0.0109601691365242,0.010960543528199196,0.010960645042359829,0.010960260406136513,0.010960456915199757,0.010960345156490804,0.010960662737488748
text/610_(area= )_(period= 2011-2017).txt,0.012577255256474018,0.012577253393828869,0.4211045205593109,0.012577245011925696,0.012577394023537636,0.440544992685318,0.012577286921441557,0.012577461078763008,0.012577285058796406,0.012577300891280174,0.012577302753925323,0.012577285058796406,0.012577395886182785
"text/520_(area= biochemistry, genetics and molecular biology;;medicine)_(period= 2011-2017).txt",0.00948458444327116,0.009484411217272282,0.4800483882427216,0.009484446607530115,0.009484691545367241,0.009485906921327114,0.009484438225626944,0.00948463659733534,0.4156170189380646,0.009484575130045414,0.009486466646194458,0.009485039860010149,0.009485378861427307
text/464_(area= medicine)_(period= 2011-2017).txt,0.01219820324331522,0.012197999283671379,0.3780684769153595,0.012200373224914074,0.01219796668738127,0.012197684496641159,0.012197972275316715,0.012199115008115768,0.012198115698993206,0.01219868566840887,0.012200982309877872,0.4877463579177856,0.0121980719268322
text/117_(area= immunology and microbiology;;medicine)_(period= 1998-2004).txt,0.012566010467708109,0.012566081248223782,0.4911846816539765,0.012566047720611095,0.012566043063998222,0.012565990909934044,0.012566138990223408,0.3705888390541077,0.012566057965159416,0.012566011399030684,0.012566039338707924,0.012565981596708298,0.012566057965159416
