doc,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
text/177_(cit= 2)_(area= medicine)_(period= 2005-2010).txt,0.04545454680919647,0.04545454680919647,0.04545454680919647,0.04545454680919647,0.04545454680919647,0.04545454680919647,0.04545454680919647,0.04545454680919647,0.04545454680919647,0.04545454680919647,0.04545454680919647,0.04545454680919647,0.04545454680919647,0.04545454680919647,0.04545454680919647,0.04545454680919647,0.04545454680919647,0.04545454680919647,0.04545454680919647,0.04545454680919647,0.04545454680919647,0.04545454680919647
text/356_(cit= 0)_(area= mathematics;;social sciences)_(period= 2011-2017).txt,0.006916140671819449,0.006916140671819449,0.006916140671819449,0.006916140671819449,0.2693331241607666,0.006916140671819449,0.006916140671819449,0.5923440456390381,0.006916140671819449,0.006916140671819449,0.006916140671819449,0.006916140671819449,0.006916140671819449,0.006916140671819449,0.006916140671819449,0.006916140671819449,0.006916140671819449,0.006916140671819449,0.006916140671819449,0.006916140671819449,0.006916140671819449,0.006916140671819449
text/604_(cit= 0)_(area= computer science;;decision sciences;;social sciences)_(period= 2011-2017).txt,0.006436475086957215,0.006436475086957215,0.006436475086957215,0.006436475086957215,0.006436475086957215,0.006436475086957215,0.006436475086957215,0.006436475552618504,0.006436475086957215,0.006436475552618504,0.006436475086957215,0.006436475552618504,0.006436475086957215,0.006436475552618504,0.006436475086957215,0.006436475086957215,0.006436475086957215,0.006436475086957215,0.006436475086957215,0.006436475086957215,0.8648340106010437,0.006436475086957215
text/275_(cit= 0)_(area= medicine;;neuroscience)_(period= 2005-2010).txt,0.008671320974826813,0.008671320974826813,0.008671320974826813,0.008671320974826813,0.008671320974826813,0.008671320974826813,0.008671320974826813,0.008671320974826813,0.008671320974826813,0.008671320974826813,0.008671320974826813,0.008671320974826813,0.8179022669792175,0.008671320974826813,0.008671320974826813,0.008671320974826813,0.008671320974826813,0.008671320974826813,0.008671320974826813,0.008671320974826813,0.008671320974826813,0.008671320974826813
text/289_(cit= 2)_(area= social sciences)_(period= 2011-2017).txt,0.010215040296316149,0.010215040296316149,0.010215040296316149,0.010215040296316149,0.010215040296316149,0.010215040296316149,0.010215040296316149,0.010215040296316149,0.010215040296316149,0.010215040296316149,0.7854841351509094,0.010215040296316149,0.010215040296316149,0.010215040296316149,0.010215040296316149,0.010215040296316149,0.010215040296316149,0.010215040296316149,0.010215040296316149,0.010215040296316149,0.010215040296316149,0.010215040296316149
text/495_(cit= 0)_(area= arts and humanities;;social sciences)_(period= 2011-2017).txt,0.007546056061983106,0.007546056061983106,0.007546056061983106,0.007546056061983106,0.007546056061983106,0.007546056061983106,0.007546056061983106,0.007546056061983106,0.007546056061983106,0.007546056061983106,0.007546056061983106,0.12375173717737198,0.007546056061983106,0.007546056061983106,0.007546056061983106,0.007546056061983106,0.007546056061983106,0.007546056061983106,0.7253271341323853,0.007546056061983106,0.007546056061983106,0.007546056061983106
text/421_(cit= 0)_(area= arts and humanities;;psychology;;social sciences)_(period= 2011-2017).txt,0.3705940246582031,0.006685676984488964,0.006685676984488964,0.006685676984488964,0.006685676984488964,0.006685676984488964,0.006685676984488964,0.006685676984488964,0.006685676984488964,0.006685676984488964,0.006685676984488964,0.006685676984488964,0.006685676984488964,0.33571359515190125,0.006685676984488964,0.006685676984488964,0.006685676984488964,0.1666644960641861,0.006685676984488964,0.006685676984488964,0.006685676984488964,0.006685676984488964
"text/118_(cit= 2)_(area= biochemistry, genetics and molecular biology;;immunology and microbiology;;pharmacology, toxicology and pharmaceutics)_(period= 1998-2004).txt",0.007765556219965219,0.007765556219965219,0.007765556219965219,0.007765556219965219,0.007765556219965219,0.007765556219965219,0.007765556219965219,0.007765556219965219,0.007765556219965219,0.007765556219965219,0.007765556219965219,0.18539658188819885,0.007765556219965219,0.007765556219965219,0.007765556219965219,0.007765556219965219,0.007765556219965219,0.6592922806739807,0.007765556219965219,0.007765556219965219,0.007765556219965219,0.007765556219965219
text/383_(cit= 0)_(area= medicine;;nursing)_(period= 2011-2017).txt,0.00838442612439394,0.00838442612439394,0.00838442612439394,0.00838442612439394,0.8239270448684692,0.00838442612439394,0.00838442612439394,0.00838442612439394,0.00838442612439394,0.00838442612439394,0.00838442612439394,0.00838442612439394,0.00838442612439394,0.008384427987039091,0.00838442612439394,0.00838442612439394,0.00838442612439394,0.00838442612439394,0.00838442612439394,0.00838442612439394,0.00838442612439394,0.00838442612439394
"text/121_(cit= 0)_(area= mathematics;;medicine;;pharmacology, toxicology and pharmaceutics)_(period= 1998-2004).txt",0.008623486384749413,0.008623486384749413,0.008623486384749413,0.008623486384749413,0.008623486384749413,0.008623486384749413,0.008623486384749413,0.008623486384749413,0.008623486384749413,0.008623486384749413,0.008623486384749413,0.008623486384749413,0.008623486384749413,0.008623486384749413,0.008623486384749413,0.8189067840576172,0.008623486384749413,0.008623486384749413,0.008623486384749413,0.008623486384749413,0.008623486384749413,0.008623486384749413
"text/118_(cit= 3)_(area= biochemistry, genetics and molecular biology;;immunology and microbiology;;pharmacology, toxicology and pharmaceutics)_(period= 1998-2004).txt",0.008473418653011322,0.8220582008361816,0.008473418653011322,0.008473418653011322,0.008473418653011322,0.008473418653011322,0.008473418653011322,0.008473418653011322,0.008473418653011322,0.008473418653011322,0.008473418653011322,0.008473418653011322,0.008473418653011322,0.008473418653011322,0.008473418653011322,0.008473418653011322,0.008473418653011322,0.008473418653011322,0.008473418653011322,0.008473418653011322,0.008473418653011322,0.008473418653011322
text/154_(cit= 0)_(area= medicine)_(period= 2005-2010).txt,0.0072519080713391295,0.0072519080713391295,0.0072519080713391295,0.0072519080713391295,0.0072519080713391295,0.0072519080713391295,0.0072519080713391295,0.0072519080713391295,0.0072519080713391295,0.0072519080713391295,0.0072519080713391295,0.0072519080713391295,0.0072519080713391295,0.11554025113582612,0.0072519080713391295,0.0072519080713391295,0.0072519080713391295,0.0072519080713391295,0.0072519080713391295,0.0072519080713391295,0.0072519080713391295,0.739421546459198
text/348_(cit= 0)_(area= medicine)_(period= 2011-2017).txt,0.008657718077301979,0.008657718077301979,0.008657718077301979,0.008657718077301979,0.008657718077301979,0.008657718077301979,0.008657718077301979,0.008657718077301979,0.8181878924369812,0.008657718077301979,0.008657718077301979,0.008657718077301979,0.008657718077301979,0.008657718077301979,0.008657718077301979,0.008657718077301979,0.008657718077301979,0.008657718077301979,0.008657718077301979,0.008657718077301979,0.008657718077301979,0.008657718077301979
"text/134_(cit= 0)_(area= biochemistry, genetics and molecular biology)_(period= 2005-2010).txt",0.007365727331489325,0.007365728262811898,0.007365727331489325,0.007365727331489325,0.007365727331489325,0.007365727331489325,0.007365727331489325,0.007365727331489325,0.007365727331489325,0.007365727331489325,0.007365727331489325,0.007365728262811898,0.007365727331489325,0.007365727331489325,0.007365727331489325,0.007365727331489325,0.007365727331489325,0.8453197479248047,0.007365727331489325,0.007365727331489325,0.007365727331489325,0.007365727331489325
text/428_(cit= 0)_(area= health professions;;social sciences)_(period= 2011-2017).txt,0.006164746824651957,0.006164746824651957,0.006164746824651957,0.006164746824651957,0.006164746824651957,0.006164746824651957,0.006164746824651957,0.20459936559200287,0.006164746824651957,0.6721056699752808,0.006164746824651957,0.006164747290313244,0.006164746824651957,0.006164746824651957,0.006164746824651957,0.006164746824651957,0.006164746824651957,0.006164746824651957,0.006164746824651957,0.006164746824651957,0.006164746824651957,0.006164746824651957
text/123_(cit= 1)_(area= medicine)_(period= 1998-2004).txt,0.00755804218351841,0.00755804218351841,0.00755804218351841,0.00755804218351841,0.18860411643981934,0.00755804218351841,0.00755804218351841,0.6602350473403931,0.00755804218351841,0.00755804218351841,0.00755804218351841,0.00755804218351841,0.00755804218351841,0.00755804218351841,0.00755804218351841,0.00755804218351841,0.00755804218351841,0.00755804218351841,0.00755804218351841,0.00755804218351841,0.00755804218351841,0.00755804218351841
"text/271_(cit= 2)_(area= agricultural and biological sciences;;biochemistry, genetics and molecular biology;;medicine)_(period= 2005-2010).txt",0.006104360800236464,0.8718084096908569,0.006104360334575175,0.006104360334575175,0.006104360334575175,0.006104360800236464,0.006104360334575175,0.006104368716478348,0.006104360334575175,0.006104360334575175,0.006104360334575175,0.0061043635942041865,0.006104360800236464,0.006104360800236464,0.006104360800236464,0.006104360800236464,0.006104360334575175,0.006104361731559038,0.006104360800236464,0.006104360334575175,0.006104360334575175,0.006104361265897751
text/511_(cit= 0)_(area= immunology and microbiology;;medicine)_(period= 2011-2017).txt,0.007359882351011038,0.12322749197483066,0.007359882351011038,0.007359882351011038,0.007359882351011038,0.007359882351011038,0.007359882351011038,0.6118354797363281,0.007359882351011038,0.007359882351011038,0.007359882351011038,0.12509925663471222,0.007359882351011038,0.007359882351011038,0.007359882351011038,0.007359882351011038,0.007359882351011038,0.007359882351011038,0.007359882351011038,0.007359882351011038,0.007359882351011038,0.007359882351011038
text/8_(cit= 2)_(area= medicine)_(period= 1998-2004).txt,0.00748140923678875,0.00748140923678875,0.00748140923678875,0.00748140923678875,0.00748140923678875,0.00748140923678875,0.00748140923678875,0.2934867143630981,0.00748140923678875,0.00748140923678875,0.00748140923678875,0.00748140923678875,0.5568850636482239,0.00748140923678875,0.00748140923678875,0.00748140923678875,0.00748140923678875,0.00748140923678875,0.00748140923678875,0.00748140923678875,0.00748140923678875,0.00748140923678875
"text/586_(cit= 0)_(area= immunology and microbiology;;medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.006251133047044277,0.006251133047044277,0.6075702905654907,0.006251133047044277,0.006251133047044277,0.006251133047044277,0.006251133047044277,0.006251133047044277,0.006251133047044277,0.006251133047044277,0.006251133047044277,0.26740705966949463,0.006251133047044277,0.006251133047044277,0.006251133047044277,0.006251133047044277,0.006251133047044277,0.006251133047044277,0.006251133047044277,0.006251133047044277,0.006251133047044277,0.006251133047044277
"text/263_(cit= 0)_(area= biochemistry, genetics and molecular biology;;chemical engineering;;engineering;;materials science)_(period= 2005-2010).txt",0.006243991199880838,0.006243991199880838,0.006243991199880838,0.006243991199880838,0.006243991199880838,0.006243991199880838,0.006243991199880838,0.006243991199880838,0.006243991665542126,0.006243991199880838,0.006243991665542126,0.2870905995368957,0.006243991665542126,0.006243991199880838,0.006243991199880838,0.006243991199880838,0.006243992131203413,0.006243991199880838,0.5880295634269714,0.006243991199880838,0.006243991199880838,0.006243991199880838
text/139_(cit= 2)_(area= medicine)_(period= 2005-2010).txt,0.004793967586010695,0.004793967586010695,0.004793968051671982,0.004793967586010695,0.004793967586010695,0.004793967586010695,0.004793967586010695,0.004793967586010695,0.004793967586010695,0.004793967586010695,0.004793967586010695,0.004793967586010695,0.004793967586010695,0.1705869734287262,0.004793967586010695,0.004793967586010695,0.004793967586010695,0.004793967586010695,0.004793967586010695,0.004793967586010695,0.7335336804389954,0.004793967586010695
text/315_(cit= 0)_(area= decision sciences;;mathematics)_(period= 2011-2017).txt,0.006492302753031254,0.006492302753031254,0.006492302753031254,0.006492302753031254,0.006492302753031254,0.006492302753031254,0.006492302753031254,0.006492302753031254,0.006492302753031254,0.006492302753031254,0.8636616468429565,0.00649230321869254,0.006492302753031254,0.006492302753031254,0.006492302753031254,0.006492302753031254,0.00649230321869254,0.006492302753031254,0.006492302753031254,0.006492302753031254,0.006492302753031254,0.006492302753031254
text/34_(cit= 0)_(area= medicine)_(period= 1998-2004).txt,0.006590058095753193,0.006590058561414479,0.006590058095753193,0.006590058095753193,0.006590058095753193,0.006590058095753193,0.006590058095753193,0.006590058095753193,0.006590058095753193,0.006590058095753193,0.7638600468635559,0.10433880239725113,0.006590058095753193,0.006590058095753193,0.006590058095753193,0.006590058095753193,0.006590058095753193,0.006590058095753193,0.006590058095753193,0.006590058095753193,0.006590058095753193,0.006590058095753193
text/340_(cit= 0)_(area= medicine;;psychology)_(period= 2011-2017).txt,0.0059692938812077045,0.0059692938812077045,0.0059692938812077045,0.0059692938812077045,0.0059692938812077045,0.0059692938812077045,0.0059692938812077045,0.2008908987045288,0.0059692938812077045,0.0059692938812077045,0.0059692938812077045,0.0059692938812077045,0.0059692938812077045,0.005969294346868992,0.0059692938812077045,0.6797232031822205,0.0059692938812077045,0.0059692938812077045,0.0059692938812077045,0.0059692938812077045,0.0059692938812077045,0.0059692938812077045
text/35_(cit= 1)_(area= medicine)_(period= 1998-2004).txt,0.007320107892155647,0.007320107892155647,0.7146216034889221,0.007320107892155647,0.007320107892155647,0.007320107892155647,0.007320107892155647,0.007320107892155647,0.007320107892155647,0.007320107892155647,0.007320107892155647,0.007320107892155647,0.007320107892155647,0.007320107892155647,0.007320107892155647,0.007320107892155647,0.1389762908220291,0.007320107892155647,0.007320107892155647,0.007320107892155647,0.007320107892155647,0.007320107892155647
text/66_(cit= 0)_(area= medicine;;neuroscience;;nursing)_(period= 1998-2004).txt,0.007329616229981184,0.007329616229981184,0.007329616229981184,0.007329616229981184,0.007329616229981184,0.007329616229981184,0.007329616229981184,0.8460780382156372,0.007329616229981184,0.007329616229981184,0.007329616229981184,0.007329616229981184,0.007329616229981184,0.007329616229981184,0.007329616229981184,0.007329616229981184,0.007329616229981184,0.007329616229981184,0.007329616229981184,0.007329616229981184,0.007329616229981184,0.007329616229981184
"text/524_(cit= 0)_(area= immunology and microbiology;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.007192347664386034,0.007192347664386034,0.007192347664386034,0.007192347664386034,0.007192347664386034,0.007192347664386034,0.007192347664386034,0.236145943403244,0.007192347664386034,0.6200070977210999,0.007192347664386034,0.007192347664386034,0.007192347664386034,0.007192347664386034,0.007192347664386034,0.007192347664386034,0.007192347664386034,0.007192347664386034,0.007192347664386034,0.007192347664386034,0.007192347664386034,0.007192347664386034
text/105_(cit= 1)_(area= psychology)_(period= 1998-2004).txt,0.16953109204769135,0.008487851358950138,0.008487851358950138,0.008487851358950138,0.008487851358950138,0.008487851358950138,0.008487851358950138,0.5499355792999268,0.1192641630768776,0.008487851358950138,0.008487851358950138,0.008487851358950138,0.008487851358950138,0.008487851358950138,0.008487851358950138,0.008487851358950138,0.008487851358950138,0.008487851358950138,0.008487851358950138,0.008487851358950138,0.008487851358950138,0.008487851358950138
text/167_(cit= 0)_(area= medicine)_(period= 2005-2010).txt,0.006734299939125775,0.006734299939125775,0.006734299939125775,0.006734299939125775,0.006734299939125775,0.006734299939125775,0.006734299939125775,0.3090503513813019,0.006734299939125775,0.006734299939125775,0.006734299939125775,0.006734299939125775,0.006734299939125775,0.006734299939125775,0.2752638161182404,0.006734299939125775,0.006734299939125775,0.006734299939125775,0.006734299939125775,0.006734299939125775,0.28773418068885803,0.006734299939125775
text/126_(cit= 0)_(area= )_(period= 1998-2004).txt,0.009058364666998386,0.8097743391990662,0.009058364666998386,0.009058364666998386,0.009058364666998386,0.009058364666998386,0.009058364666998386,0.009058364666998386,0.009058364666998386,0.009058364666998386,0.009058364666998386,0.009058364666998386,0.009058364666998386,0.009058364666998386,0.009058364666998386,0.009058364666998386,0.009058364666998386,0.009058364666998386,0.009058364666998386,0.009058364666998386,0.009058364666998386,0.009058364666998386
"text/583_(cit= 0)_(area= immunology and microbiology;;medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.006816231179982425,0.006816231179982425,0.6002923250198364,0.006816231179982425,0.006816231179982425,0.006816231179982425,0.006816231179982425,0.26338306069374084,0.006816231179982425,0.006816231179982425,0.006816231179982425,0.006816231179982425,0.006816231179982425,0.006816231179982425,0.006816231179982425,0.006816231179982425,0.006816231179982425,0.006816231179982425,0.006816231179982425,0.006816231179982425,0.006816231179982425,0.006816231179982425
text/476_(cit= 0)_(area= nursing)_(period= 2011-2017).txt,0.007061184849590062,0.007061184849590062,0.007061184849590062,0.007061184849590062,0.851715087890625,0.007061184849590062,0.007061184849590062,0.007061184849590062,0.007061184849590062,0.007061184849590062,0.007061184849590062,0.007061185780912638,0.007061184849590062,0.007061184849590062,0.007061184849590062,0.007061185780912638,0.007061186246573925,0.007061184849590062,0.007061184849590062,0.007061184849590062,0.007061184849590062,0.007061184849590062
text/361_(cit= 2)_(area= psychology)_(period= 2011-2017).txt,0.005846701562404633,0.005846701562404633,0.11317795515060425,0.005846701562404633,0.005846701562404633,0.005846701562404633,0.005846701562404633,0.31904131174087524,0.005846701562404633,0.005846701562404633,0.005846701562404633,0.005846701562404633,0.4566933810710907,0.005846701562404633,0.005846701562404633,0.005846701562404633,0.005846701562404633,0.005846701562404633,0.005846701562404633,0.005846701562404633,0.005846701562404633,0.005846701562404633
text/449_(cit= 29)_(area= social sciences)_(period= 2011-2017).txt,0.007048285566270351,0.007048285566270351,0.007048285566270351,0.007048285566270351,0.007048285566270351,0.007048285566270351,0.007048285566270351,0.2751200199127197,0.007048285566270351,0.007048285566270351,0.007048285566270351,0.007048285566270351,0.007048285566270351,0.007048285566270351,0.007048285566270351,0.5839142799377441,0.007048285566270351,0.007048285566270351,0.007048285566270351,0.007048285566270351,0.007048285566270351,0.007048285566270351
text/155_(cit= 0)_(area= medicine)_(period= 2005-2010).txt,0.006072635762393475,0.006072635762393475,0.006072635762393475,0.006072635762393475,0.006072635762393475,0.006072635762393475,0.006072635762393475,0.006072635762393475,0.006072635762393475,0.006072635762393475,0.006072635762393475,0.006072635762393475,0.006072635762393475,0.8724746704101562,0.006072635762393475,0.006072635762393475,0.006072635762393475,0.006072635762393475,0.006072635762393475,0.006072635762393475,0.006072635762393475,0.006072635762393475
text/349_(cit= 0)_(area= medicine)_(period= 2011-2017).txt,0.007353904191404581,0.007353904191404581,0.007353904191404581,0.007353904191404581,0.6943355798721313,0.007353904191404581,0.007353904191404581,0.007353904191404581,0.007353904191404581,0.007353904191404581,0.007353904191404581,0.15858636796474454,0.007353904191404581,0.007353904191404581,0.007353904191404581,0.007353904191404581,0.007353904191404581,0.007353904191404581,0.007353904191404581,0.007353904191404581,0.007353904191404581,0.007353904191404581
"text/593_(cit= 0)_(area= immunology and microbiology;;medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.007002132944762707,0.007002132944762707,0.007002132944762707,0.007002132944762707,0.007002132944762707,0.007002132944762707,0.007002132944762707,0.09981203824281693,0.007002132944762707,0.007002132944762707,0.007002132944762707,0.007002132944762707,0.007002132944762707,0.007002132944762707,0.007002132944762707,0.007002132944762707,0.7601453065872192,0.007002132944762707,0.007002132944762707,0.007002132944762707,0.007002132944762707,0.007002132944762707
text/123_(cit= 0)_(area= medicine)_(period= 1998-2004).txt,0.007152941543608905,0.007152941543608905,0.007152941543608905,0.007152941543608905,0.007152941543608905,0.007152941543608905,0.007152941543608905,0.849788248538971,0.007152941543608905,0.007152941543608905,0.007152941543608905,0.007152941543608905,0.007152941543608905,0.007152941543608905,0.007152941543608905,0.007152941543608905,0.007152941543608905,0.007152941543608905,0.007152941543608905,0.007152941543608905,0.007152941543608905,0.007152941543608905
text/110_(cit= 1)_(area= health professions;;social sciences)_(period= 1998-2004).txt,0.006490873638540506,0.006490873638540506,0.006490873638540506,0.006490873638540506,0.006490873638540506,0.006490873638540506,0.006490873638540506,0.3738358616828919,0.006490873638540506,0.4963466823101044,0.006490873638540506,0.006490873638540506,0.006490873638540506,0.006490873638540506,0.006490873638540506,0.006490873638540506,0.006490873638540506,0.006490873638540506,0.006490873638540506,0.006490873638540506,0.006490873638540506,0.006490873638540506
text/435_(cit= 0)_(area= medicine)_(period= 2011-2017).txt,0.0071469941176474094,0.0071469941176474094,0.0071469941176474094,0.0071469941176474094,0.0071469941176474094,0.0071469941176474094,0.0071469941176474094,0.37291568517684937,0.0071469941176474094,0.0071469941176474094,0.0071469941176474094,0.0071469941176474094,0.0071469941176474094,0.0071469941176474094,0.0071469941176474094,0.007146994583308697,0.0071469941176474094,0.4841444194316864,0.0071469941176474094,0.0071469941176474094,0.0071469941176474094,0.0071469941176474094
text/549_(cit= 0)_(area= medicine)_(period= 2011-2017).txt,0.00910243019461632,0.00910243019461632,0.00910243019461632,0.00910243019461632,0.6516104340553284,0.00910243019461632,0.00910243019461632,0.00910243019461632,0.00910243019461632,0.00910243019461632,0.00910243019461632,0.1663409322500229,0.00910243019461632,0.00910243019461632,0.00910243019461632,0.00910243019461632,0.00910243019461632,0.00910243019461632,0.00910243019461632,0.00910243019461632,0.00910243019461632,0.00910243019461632
text/8_(cit= 3)_(area= medicine)_(period= 1998-2004).txt,0.3823571801185608,0.0059649962931871406,0.0059649962931871406,0.0059649962931871406,0.0059649962931871406,0.0059649962931871406,0.0059649962931871406,0.0059649962931871406,0.0059649962931871406,0.0059649962931871406,0.0059649962931871406,0.0059649962931871406,0.0059649962931871406,0.0059649962931871406,0.005964996758848429,0.4983428716659546,0.0059649962931871406,0.0059649962931871406,0.005964996758848429,0.0059649962931871406,0.0059649962931871406,0.0059649962931871406
"text/577_(cit= 0)_(area= immunology and microbiology;;medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.006731437984853983,0.006731437984853983,0.006731437984853983,0.006731437984853983,0.006731437984853983,0.006731437984853983,0.006731437984853983,0.8586397767066956,0.006731437984853983,0.006731437984853983,0.006731437984853983,0.006731437984853983,0.006731437984853983,0.006731437984853983,0.006731437984853983,0.006731437984853983,0.006731437984853983,0.006731437984853983,0.006731437984853983,0.006731437984853983,0.006731437984853983,0.006731437984853983
text/139_(cit= 3)_(area= medicine)_(period= 2005-2010).txt,0.004857000894844532,0.004857000894844532,0.004857000894844532,0.0048570013605058185,0.0048570013605058185,0.004857000894844532,0.004857000894844532,0.004857000894844532,0.09468020498752594,0.0048570013605058185,0.004857000894844532,0.004857000894844532,0.004857000894844532,0.18901224434375766,0.004857000894844532,0.004857000894844532,0.004857000894844532,0.004857000894844532,0.004857000894844532,0.004857000894844532,0.6240245699882507,0.004857001826167107
text/452_(cit= 0)_(area= nursing)_(period= 2011-2017).txt,0.00500646885484457,0.00500646885484457,0.00500646885484457,0.00500646885484457,0.00500646885484457,0.6210288405418396,0.00500646885484457,0.1435517817735672,0.00500646885484457,0.00500646885484457,0.00500646885484457,0.0050064693205058575,0.00500646885484457,0.00500646885484457,0.00500646885484457,0.00500646885484457,0.14029639959335327,0.00500646885484457,0.00500646885484457,0.00500646885484457,0.00500646885484457,0.00500646885484457
text/197_(cit= 0)_(area= health professions;;social sciences)_(period= 2005-2010).txt,0.0061593311838805676,0.0061593311838805676,0.0061593311838805676,0.0061593311838805676,0.0061593311838805676,0.0061593311838805676,0.0061593311838805676,0.14086851477622986,0.0061593311838805676,0.0061593311838805676,0.499041885137558,0.2430623322725296,0.0061593311838805676,0.0061593311838805676,0.0061593311838805676,0.0061593311838805676,0.0061593311838805676,0.0061593311838805676,0.0061593311838805676,0.0061593311838805676,0.0061593311838805676,0.0061593311838805676
text/35_(cit= 0)_(area= medicine)_(period= 1998-2004).txt,0.008129856549203396,0.008129856549203396,0.008129856549203396,0.008129856549203396,0.008129856549203396,0.008129856549203396,0.008129856549203396,0.008129856549203396,0.008129856549203396,0.008129856549203396,0.008129856549203396,0.008129856549203396,0.008129856549203396,0.008129856549203396,0.008129856549203396,0.008129856549203396,0.40867337584495533,0.4287295043468475,0.008129856549203396,0.008129856549203396,0.008129856549203396,0.008129856549203396
text/34_(cit= 1)_(area= medicine)_(period= 1998-2004).txt,0.007004217244684696,0.2718070447444916,0.007004217244684696,0.007004217244684696,0.007004217244684696,0.007004217244684696,0.3622502982616425,0.007004217244684696,0.007004217244684696,0.2328625321388245,0.007004217244684696,0.007004217244684696,0.007004217244684696,0.007004217244684696,0.007004217244684696,0.007004217244684696,0.007004217244684696,0.007004217244684696,0.007004217244684696,0.007004217244684696,0.007004217244684696,0.007004217244684696
text/267_(cit= 2)_(area= medicine;;nursing)_(period= 2005-2010).txt,0.007735603488981724,0.007735603488981724,0.007735603488981724,0.007735603488981724,0.007735603488981724,0.007735603488981724,0.007735603488981724,0.007735603488981724,0.007735603488981724,0.007735603488981724,0.007735603488981724,0.007735603488981724,0.007735603488981724,0.007735603488981724,0.007735603488981724,0.007735603488981724,0.007735603488981724,0.007735603488981724,0.007735603488981724,0.007735603488981724,0.8375523090362549,0.007735603488981724
"text/183_(cit= 1)_(area= biochemistry, genetics and molecular biology;;immunology and microbiology)_(period= 2005-2010).txt",0.008151999674737453,0.008151999674737453,0.008151999674737453,0.008151999674737453,0.008151999674737453,0.008151999674737453,0.008151999674737453,0.008151999674737453,0.008151999674737453,0.008151999674737453,0.008151999674737453,0.008152000606060028,0.008151999674737453,0.008151999674737453,0.008151999674737453,0.8288080096244812,0.008151999674737453,0.008151999674737453,0.008151999674737453,0.008151999674737453,0.008151999674737453,0.008151999674737453
text/379_(cit= 0)_(area= arts and humanities;;social sciences)_(period= 2011-2017).txt,0.007120350841432809,0.007120350841432809,0.007120350841432809,0.007120350841432809,0.007120350841432809,0.007120350841432809,0.007120350841432809,0.007120350841432809,0.007120350841432809,0.007120350841432809,0.007120350841432809,0.007120350841432809,0.007120350841432809,0.850472629070282,0.007120350841432809,0.007120350841432809,0.007120350841432809,0.007120350841432809,0.007120350841432809,0.007120350841432809,0.007120350841432809,0.007120350841432809
text/564_(cit= 0)_(area= )_(period= 2011-2017).txt,0.006468216422945261,0.006468216422945261,0.006468216422945261,0.006468216422945261,0.006468216422945261,0.604222297668457,0.006468216422945261,0.0064682168886065474,0.006468216422945261,0.006468216422945261,0.006468216422945261,0.2664133608341217,0.006468216422945261,0.006468216422945261,0.006468216422945261,0.006468216422945261,0.006468216422945261,0.006468216422945261,0.006468216422945261,0.006468216422945261,0.006468216422945261,0.006468216422945261
text/127_(cit= 0)_(area= )_(period= 1998-2004).txt,0.00895666517317295,0.00895666517317295,0.8119100332260132,0.00895666517317295,0.00895666517317295,0.00895666517317295,0.00895666517317295,0.00895666517317295,0.00895666517317295,0.008956671692430973,0.00895666517317295,0.00895666517317295,0.00895666517317295,0.00895666517317295,0.00895666517317295,0.00895666517317295,0.00895666517317295,0.00895666517317295,0.00895666517317295,0.00895666517317295,0.00895666517317295,0.00895666517317295
text/323_(cit= 0)_(area= arts and humanities;;psychology)_(period= 2011-2017).txt,0.006596631836146115,0.006596631836146115,0.006596631836146115,0.006596631836146115,0.006596631836146115,0.006596631836146115,0.006596631836146115,0.006596631836146115,0.006596631836146115,0.006596631836146115,0.006596631836146115,0.006596631836146115,0.006596631836146115,0.006596640683710575,0.715340256690979,0.006596631836146115,0.006596631836146115,0.006596631836146115,0.006596631836146115,0.006596631836146115,0.006596631836146115,0.1527271270751953
text/97_(cit= 3)_(area= medicine;;psychology)_(period= 1998-2004).txt,0.007201302330940963,0.007201302330940963,0.007201302330940963,0.007201302330940963,0.007201302330940963,0.5694595575332642,0.007201302330940963,0.28651440143585205,0.007201302330940963,0.007201302330940963,0.007201302330940963,0.007201302330940963,0.007201302330940963,0.007201302330940963,0.007201302330940963,0.007201302330940963,0.007201302330940963,0.007201302330940963,0.007201302330940963,0.007201302330940963,0.007201302330940963,0.007201302330940963
text/333_(cit= 0)_(area= multidisciplinary)_(period= 2011-2017).txt,0.633736789226532,0.0072564342990517625,0.0072564342990517625,0.0072564342990517625,0.0072564342990517625,0.0072564342990517625,0.0072564342990517625,0.0072564342990517625,0.0072564342990517625,0.0072564342990517625,0.0072564342990517625,0.22113457322120667,0.0072564342990517625,0.0072564342990517625,0.0072564342990517625,0.0072564342990517625,0.0072564342990517625,0.0072564342990517625,0.0072564342990517625,0.0072564342990517625,0.0072564342990517625,0.0072564342990517625
